Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Exit to Eden,"They call her the Perfectionist. A stunning, mysterious, and fearless sexual adventurer, Lisa is founder and supreme mistress of The Club—an exclusive island resort where forbidden fantasy meets willing flesh. Here eager participants who can afford life's most exquisite luxuries can experience the breathtaking pleasures of surrender and submission. Here nothing is taboo. A thrill-seeking photojournalist, Elliott risks his life daily in the most dangerous, war-torn regions on Earth. Now he has come to Paradise to explore his darkest sexual self, committed to the ultimate plunge into personal risk. Together, their journey to the limits of erotic pleasure will take them farther than they ever dreamed they'd go . . .","['Anne Rice', 'Anne Rampling']",http://books.google.com/books/content?id=fuXhArW3J3UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=fuXhArW3J3UC&dq=Exit+to+Eden&hl=&cd=1&source=gbs_api,Harper Collins,2007-09-25,http://books.google.nl/books?id=fuXhArW3J3UC&dq=Exit+to+Eden&hl=&source=gbs_api,['Fiction'],20.0
Enlightenment against Empire,"In the late eighteenth century, an array of European political thinkers attacked the very foundations of imperialism, arguing passionately that empire-building was not only unworkable, costly, and dangerous, but manifestly unjust. Enlightenment against Empire is the first book devoted to the anti-imperialist political philosophies of an age often regarded as affirming imperial ambitions. Sankar Muthu argues that thinkers such as Denis Diderot, Immanuel Kant, and Johann Gottfried Herder developed an understanding of humans as inherently cultural agents and therefore necessarily diverse. These thinkers rejected the conception of a culture-free ""natural man."" They held that moral judgments of superiority or inferiority could be made neither about entire peoples nor about many distinctive cultural institutions and practices. Muthu shows how such arguments enabled the era's anti-imperialists to defend the freedom of non-European peoples to order their own societies. In contrast to those who praise ""the Enlightenment"" as the triumph of a universal morality and critics who view it as an imperializing ideology that denigrated cultural pluralism, Muthu argues instead that eighteenth-century political thought included multiple Enlightenments. He reveals a distinctive and underappreciated strand of Enlightenment thinking that interweaves commitments to universal moral principles and incommensurable ways of life, and that links the concept of a shared human nature with the idea that humans are fundamentally diverse. Such an intellectual temperament, Muthu contends, can broaden our own perspectives about international justice and the relationship between human unity and diversity.",['Sankar Muthu'],http://books.google.com/books/content?id=abiDEbUjrMsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=abiDEbUjrMsC&printsec=frontcover&dq=Enlightenment+against+Empire&hl=&cd=1&source=gbs_api,Princeton University Press,2009-01-10,https://play.google.com/store/books/details?id=abiDEbUjrMsC&source=gbs_api,['Philosophy'],
Newcomer Program Program (Prentice Hall Regents ESL),"Provides reproducible activity sheets and teaching instructions for teaching English as a foreign language on such subjects as colors, shapes, numbers, alphabet, school, parts of the body, animals, food, and the calendar.","['Judie Haynes', 'Elizabeth Claire']",http://books.google.com/books/content?id=LO4DAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=LO4DAAAACAAJ&dq=Newcomer+Program+Program+(Prentice+Hall+Regents+ESL)&hl=&cd=1&source=gbs_api,Pearson Prentice Hall,1997,http://books.google.nl/books?id=LO4DAAAACAAJ&dq=Newcomer+Program+Program+(Prentice+Hall+Regents+ESL)&hl=&source=gbs_api,['Juvenile Nonfiction'],
I Love My Little Storybook (Book and Audiocassette Tape) (Paperback),The magazine that helps career moms balance their personal and professional lives.,,http://books.google.com/books/content?id=WGEEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=WGEEAAAAMBAJ&pg=PA104&dq=I+Love+My+Little+Storybook+(Book+and+Audiocassette+Tape)+(Paperback)&hl=&cd=1&source=gbs_api,,1987-10,http://books.google.nl/books?id=WGEEAAAAMBAJ&dq=I+Love+My+Little+Storybook+(Book+and+Audiocassette+Tape)+(Paperback)&hl=&source=gbs_api,,
Tongue - Tied (Harlequin Temptation),"Tongue-Tied by Colleen Collins released on Sep 24, 2002 is available now for purchase.",['Colleen Collins'],http://books.google.com/books/content?id=9rZzhu89SrAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=9rZzhu89SrAC&q=Tongue+-+Tied+(Harlequin+Temptation)&dq=Tongue+-+Tied+(Harlequin+Temptation)&hl=&cd=1&source=gbs_api,Harlequin Books,2002,http://books.google.nl/books?id=9rZzhu89SrAC&dq=Tongue+-+Tied+(Harlequin+Temptation)&hl=&source=gbs_api,['Fiction'],
The charismatic movement,The Charismatic Movement in the Churches.,['Walter J. Hollenweger'],http://books.google.com/books/content?id=MWgmAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=MWgmAQAAIAAJ&q=The+charismatic+movement&dq=The+charismatic+movement&hl=&cd=1&source=gbs_api,,1972,http://books.google.nl/books?id=MWgmAQAAIAAJ&dq=The+charismatic+movement&hl=&source=gbs_api,['Pentecostalism'],1.0
"Gray Wolf, Mustafa Kemal: An intimate study of a dictator","Mustafa Kemal was known both as a vicious dictator and the iron-willed creator of modern Turkey however little was known about him and he was viewed as an enigma by many. Originally published in 1932, Armstrong delves into Kemal¿s career and personal life in great detail showing how he moved between revolutionary, soldier and politician whilst also discussing his love of women, drinking and gambling to present a clear picture of the infamous ruler. This title will be of interest to students of History and Middle-Eastern Studies.",['H. C. Armstrong'],http://books.google.com/books/content?id=EwxpswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=EwxpswEACAAJ&dq=Gray+Wolf,+Mustafa+Kemal:+An+intimate+study+of+a+dictator&hl=&cd=1&source=gbs_api",Routledge,2017-04-15,"http://books.google.nl/books?id=EwxpswEACAAJ&dq=Gray+Wolf,+Mustafa+Kemal:+An+intimate+study+of+a+dictator&hl=&source=gbs_api",['Presidents'],
Spirit House,"A foreign exchange student comes to live with Julie’s family for a year—setting off a frightening chain of events Julie isn’splitSize thrilled about her parents’ decision to sponsor a foreign exchange student from Thailand. Not only is the stranger going to live with them for a year, but Julie is convinced he’ll be a nerd and will embarrass her at school. But when a tall, handsome, super-cool guy named Bia arrives, Julie is suddenly the envy of all her girlfriends. Dominic, Julie’s 11-year-old brother, is also thrilled to have Bia around the house. So to make the guest feel at home in America, Dominic builds a traditional Thai spirit house in the backyard. Overnight, Bia seems to undergo a major personality change. He’s mean and spiteful and lies about everything. He also seems terrified of something . . . or someone. Has Dominic’s construction somehow invoked a vengeful spirit? Is Bia the bearer of luck so bad it could harm Julie and her family?",['William Sleator'],http://books.google.com/books/content?id=aj8bCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=aj8bCgAAQBAJ&pg=PT11&dq=Spirit+House&hl=&cd=1&source=gbs_api,Open Road Media,2015-08-25,https://play.google.com/store/books/details?id=aj8bCgAAQBAJ&source=gbs_api,['Young Adult Fiction'],
Herland,"When their plane crashes in the jungles of South America, the explorers find a hidden civilization that it more advance than their own. The look for the male leaders of the society and discover a utopian all-woman civilization. Herland is a novel by Charlotte Perkins Gillman, the feminist author perhaps best known for her short story, The Yellow Wallpaper. In Herland, Charlotte Perkins Gillman is able to explore her ideas about gender, motherhood, community and sexuality in a science-fiction story that transcended the boundaries of late 19th century society. This Xist Classics edition has been professionally formatted for e-readers with a linked table of contents. This eBook also contains a bonus book club leadership guide and discussion questions. We hope you’ll share this book with your friends, neighbors and colleagues and can’splitSize wait to hear what you have to say about it. Xist Publishing is a digital-first publisher. Xist Publishing creates books for the touchscreen generation and is dedicated to helping everyone develop a lifetime love of reading, no matter what form it takes",['Charlotte Perkins Gilman'],http://books.google.com/books/content?id=780mCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=780mCwAAQBAJ&printsec=frontcover&dq=Herland&hl=&cd=1&source=gbs_api,Xist Publishing,2015-04-20,https://play.google.com/store/books/details?id=780mCwAAQBAJ&source=gbs_api,['Fiction'],1.0
Campfire for Cowboy Billy,"After a day of riding his stick horse, Splinter, across an imaginary landscape, Billy returns to the rooftop of his apartment to sit beneath the stars and remember Grandpa.",['Wendy K. Ulmer'],http://books.google.com/books/content?id=qlouzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=qlouzwEACAAJ&dq=Campfire+for+Cowboy+Billy&hl=&cd=1&source=gbs_api,Taylor Pub,2011,http://books.google.nl/books?id=qlouzwEACAAJ&dq=Campfire+for+Cowboy+Billy&hl=&source=gbs_api,['Juvenile Fiction'],
Fahrenheit 451,,['Ray Bradbury'],http://books.google.com/books/content?id=yEuuoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=yEuuoAEACAAJ&dq=Fahrenheit+451&hl=&cd=1&source=gbs_api,,2012,http://books.google.nl/books?id=yEuuoAEACAAJ&dq=Fahrenheit+451&hl=&source=gbs_api,['Book burning'],1.0
"Marriage Works: Before You Say ""I Do""","Marriage Works! Before I say I do answers your question, Is this my best choice?This book contains the best advice to give you the insight necessary to make your marriage successful.Elisabeth Pendley was educated at Mary Washington College and received her J.D. degree from the University of Wyoming College of Law and her Voice of Reason (V.O.R.) degrees on the birth of her first and second sons.",['Elisabeth Pendley'],http://books.google.com/books/content?id=N0ntAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=N0ntAAAACAAJ&dq=Marriage+Works:+Before+You+Say+%22I+Do%22&hl=&cd=1&source=gbs_api,,2006,http://books.google.nl/books?id=N0ntAAAACAAJ&dq=Marriage+Works:+Before+You+Say+%22I+Do%22&hl=&source=gbs_api,['Family & Relationships'],
The Hatter's Phantoms,"WHEN FIVE OLD WOMEN ARE FOUND MURDERED IN THE LITTLE FRENCH TOWN OF LA ROCHELLE WITHIN THREE WEEKS, THE COMMUNITY BECOMES PANIC STRICKEN. ONLY ONE MAN KNOWS THE IDENTITY OF THE PSYCHOTIC KILLER, BUT HE IS TOO FRIGHTENED TO REVEAL HIS SECRET.",['Georges Simenon'],http://books.google.com/books/content?id=PDEWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=PDEWAAAAMAAJ&q=The+Hatter%27s+Phantoms&dq=The+Hatter%27s+Phantoms&hl=&cd=1&source=gbs_api,Houghton Mifflin Harcourt P,1976,http://books.google.nl/books?id=PDEWAAAAMAAJ&dq=The+Hatter%27s+Phantoms&hl=&source=gbs_api,['French fiction'],1.0
"Battle leadership;: Some personal experiences of a junior officer of the German Army with observations on battle tactics and the psychological reactions of troops in campaign,",,['Adolf von Schell'],,"http://books.google.nl/books?id=8vBLtAEACAAJ&dq=Battle+leadership%3B:+Some+personal+experiences+of+a+junior+officer+of+the+German+Army+with+observations+on+battle+tactics+and+the+psychological+reactions+of+troops+in+campaign,&hl=&cd=1&source=gbs_api",,1980,"http://books.google.nl/books?id=8vBLtAEACAAJ&dq=Battle+leadership%3B:+Some+personal+experiences+of+a+junior+officer+of+the+German+Army+with+observations+on+battle+tactics+and+the+psychological+reactions+of+troops+in+campaign,&hl=&source=gbs_api",,
Domestic Terrorism,,,,,,,,,
Writing a Successful College Application Essay: The Key to College Admission,"Discusses the qualities of effective college application essays and offers tips on topics, composition, rewriting, editing, and proofreading",['George Ehrenhaft'],http://books.google.com/books/content?id=7e6XPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=7e6XPwAACAAJ&dq=Writing+a+Successful+College+Application+Essay:+The+Key+to+College+Admission&hl=&cd=1&source=gbs_api,Barrons Educational Series Incorporated,1993,http://books.google.nl/books?id=7e6XPwAACAAJ&dq=Writing+a+Successful+College+Application+Essay:+The+Key+to+College+Admission&hl=&source=gbs_api,['Education'],
"Computational Chemistry of Solid State Materials : A Guide for Materials Scientists, Chemists, Physicists and others","This is the first book to present both classical and quantum-chemical approaches to computational methods, incorporating the many new developments in this field from the last few years. Written especially for ""non""-theoretical readers in a readily comprehensible and implemental style, it includes numerous practical examples of varying degrees of difficulty. Similarly, the use of mathematical equations is reduced to a minimum, focusing only on those important for experimentalists. Backed by many extensive tables containing detailed data for direct use in the calculations, this is the ideal companion for all those wishing to improve their work in solid state research.",['Richard Dronskowski'],http://books.google.com/books/content?id=NEEX9JLtdVkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=NEEX9JLtdVkC&printsec=frontcover&dq=Computational+Chemistry+of+Solid+State+Materials+:+A+Guide+for+Materials+Scientists,+Chemists,+Physicists+and+others&hl=&cd=1&source=gbs_api",John Wiley & Sons,2008-01-08,https://play.google.com/store/books/details?id=NEEX9JLtdVkC&source=gbs_api,['Science'],
Sixty-Four Years to Make a Negro: The Merchandising of the Blackman and Woman in America,,,http://books.google.com/books/content?id=s1jOcTeYb9YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=s1jOcTeYb9YC&pg=PA1774&dq=Sixty-Four+Years+to+Make+a+Negro:+The+Merchandising+of+the+Blackman+and+Woman+in+America&hl=&cd=1&source=gbs_api,,2000,http://books.google.nl/books?id=s1jOcTeYb9YC&dq=Sixty-Four+Years+to+Make+a+Negro:+The+Merchandising+of+the+Blackman+and+Woman+in+America&hl=&source=gbs_api,['Periodicals'],
Acts: Build Community,"Today, some people think of the church as a powerless institution made of ancient traditions and stuffy buildings. They're wrong! The church is the new community of God's people. It's filled with the power of the Holy Spirit. And it has as much to say to the world today as it did two thousand years ago. In Acts, you will discover that God wants to do a fresh work among his people by the power of the Holy Spirit. You will find the pathway to authentic community. You will learn how to grow as a worshiper. And you will deepen your passion to invite others into the fellowship of Christ-followers we call the church. Sound exciting? Let's rediscover church together!",['John Ortberg'],http://books.google.com/books/content?id=y2mTq5BH5l8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=y2mTq5BH5l8C&printsec=frontcover&dq=Acts:+Build+Community&hl=&cd=1&source=gbs_api,Zondervan,1999-09-28,http://books.google.nl/books?id=y2mTq5BH5l8C&dq=Acts:+Build+Community&hl=&source=gbs_api,['Religion'],1.0
Will Work for Food or $: A Memoir from the Roadside,"When Bruce Moody was almost 60, he got fired. In desperation, he made a simple sign and began a life on the side of the road. With neither self-pity nor pride, Moody shares his life on the roadside, the unexpected elation he feels at his contact with others, the joy he gets by being out of doors, and the surprising generosity he experiences.",['Bruce Moody'],http://books.google.com/books/content?id=SpoYWyOMwPAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=SpoYWyOMwPAC&q=Will+Work+for+Food+or+%24:+A+Memoir+from+the+Roadside&dq=Will+Work+for+Food+or+%24:+A+Memoir+from+the+Roadside&hl=&cd=1&source=gbs_api,,2004,http://books.google.nl/books?id=SpoYWyOMwPAC&dq=Will+Work+for+Food+or+%24:+A+Memoir+from+the+Roadside&hl=&source=gbs_api,['Biography & Autobiography'],
The Texas Chain Saw Massacre Companion,"A group of teenagers pick up a hitchhiker and wind up in a backwoods horror chamber where they're held captive, tortured, chopped up, and impaled on meat hooks by a demented cannibalistic family, including the maniacally Leatherface who wields a chainsaw.",['Stefan Jaworzyn'],http://books.google.com/books/content?id=iXJWsi6ULP4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=iXJWsi6ULP4C&q=The+Texas+Chain+Saw+Massacre+Companion&dq=The+Texas+Chain+Saw+Massacre+Companion&hl=&cd=1&source=gbs_api,Titan Books,2004-03-01,http://books.google.nl/books?id=iXJWsi6ULP4C&dq=The+Texas+Chain+Saw+Massacre+Companion&hl=&source=gbs_api,['Performing Arts'],
Michelin Quebec Regional Atlas & Travel Guide (Michelin Regional Atlas & Travel Guide Quebec),"This book navigates the numerous American and Canadian cartographic resources available in print, and online, offering information on how to locate and access the large variety of resources. Cartographic materials are highlighted and summarized, along with lists of map libraries and geospatial centers, and related professional associations.",['Eva H. Dodsworth'],http://books.google.com/books/content?id=uzdmDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=uzdmDwAAQBAJ&pg=PA57&dq=Michelin+Quebec+Regional+Atlas&hl=&cd=1&source=gbs_api,Rowman & Littlefield,2018-09-22,https://play.google.com/store/books/details?id=uzdmDwAAQBAJ&source=gbs_api,['Reference'],
Romola,,['George Eliot'],http://books.google.com/books/content?id=V8DHK244HdUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=V8DHK244HdUC&printsec=frontcover&dq=Romola&hl=&cd=1&source=gbs_api,,1863,https://play.google.com/store/books/details?id=V8DHK244HdUC&source=gbs_api,['Domestic fiction'],4.0
Second Greatest Commandment,,['William M. Fletcher'],http://books.google.com/books/content?id=XsyBv2cBVI4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=XsyBv2cBVI4C&q=Second+Greatest+Commandment&dq=Second+Greatest+Commandment&hl=&cd=1&source=gbs_api,Navpress Publishing Group,1983,http://books.google.nl/books?id=XsyBv2cBVI4C&dq=Second+Greatest+Commandment&hl=&source=gbs_api,['Body Life'],
"A Companion to Study Virgil (The Classical Tradition: Volume 151) (Mnemosyne, Bibliotheca Classica Batava)",,,http://books.google.com/books/content?id=7cMwAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=7cMwAQAAIAAJ&pg=PA1440&dq=A+Companion+to+Study+Virgil+(The+Classical+Tradition:+Volume+151)+(Mnemosyne,+Bibliotheca+Classica+Batava)&hl=&cd=1&source=gbs_api",,1995,"http://books.google.nl/books?id=7cMwAQAAIAAJ&dq=A+Companion+to+Study+Virgil+(The+Classical+Tradition:+Volume+151)+(Mnemosyne,+Bibliotheca+Classica+Batava)&hl=&source=gbs_api",['American literature'],
BloodRune,"Taj Odin Xavier returns home to find his father dead and his king ready to surrender the key to the city-state he s always called home. His friends are all dead. But remnants from his travels and things found and earned along the way push the renegade army threatening Eternis to decimation. After saving the city from capture, Taj turns his aggression towards the city that let his father down; the same man that spent a lifetime serving it. He cast down the churches of all faiths, save those of Draconic origin. He allows the Draconic Order to remain prevalent in the city due to it being the dragons that come down to help him. After, he focuses his newfound aggression towards the Republic of New Magic, more specifically Marko Kane, the killer of King Gerear s eldest son. Taj tries to utilize what heart he has left to rekindle the romance between him and Destiny but an act he deems as betrayal is too much for him. With Destiny forcing him to stay out of it, he orders a newfound ally to execute the culprit. With matters settled in Eternis, he and his new allies set sail for the Republic of New Magic; Runethedian s first outpost against the unending ships and armies of the New Threat, sometimes called the Northern Threat. At first, he plans only to stay long enough to avenge his king s eldest son. But then the war begins to consume him and the things the Father Vampire left inside him begin to writhe in his chest once again. This proves to Taj he s not fully gone. But those powers prove useful in the fight against the New Threat. In the end, he ultimately decides to sail to the heart of the beast in hopes of either securing a truce or ending its life. With every passing day, Taj Odin Xavier loses more of his humanity. Will any of it remain once the war against the New Threat is over? That is, assuming he lives of course. """,['Dallas S. Paskell'],http://books.google.com/books/content?id=y28GBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=y28GBAAAQBAJ&pg=PA303&dq=BloodRune&hl=&cd=1&source=gbs_api,Author House,2014-06-26,http://books.google.nl/books?id=y28GBAAAQBAJ&dq=BloodRune&hl=&source=gbs_api,['Fiction'],
Philosophy of Mind,A welcome introduction to one of the most intellectually demanding areas of the undergraduate philosophy curriculum. The authors provide a clear framework within which students can fit contemporary developments in the Anglo-American tradition which provide the core themes of philosophy of mind and which connect to their other work in epistemology and philosophy of language.,"['Paul Gilbert', 'Kathleen Lennon']",http://books.google.com/books/content?id=fHSOAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=fHSOAgAAQBAJ&printsec=frontcover&dq=Philosophy+of+Mind&hl=&cd=1&source=gbs_api,Routledge,2005-08-04,https://play.google.com/store/books/details?id=fHSOAgAAQBAJ&source=gbs_api,['Philosophy'],
ISO 9000 ABC's: The Small Company Guide to Successful Registration,"ISO 9000 is increasingly impacting smaller companies as larger companies demand that their supplier base have a formal quality system. Companies with less than 500 employees often spend too much time trying to understand the standards, changing their current systems, and over documenting every aspect of their daily operations. Time is money, and since many smaller companies delegate the project to one individual - who already has a full time job -understanding the basics as quickly as possible is essential. With anything new there is required research and knowledge - this book shortens the learning curve by explaining the key points, possible pitfalls, costs, and requirements to achieving registration. The author walks you through the process step-by-step, supplying examples of required documentation, auditor questions, methods of compliance, and basic program suggestions. Included in the text are two quality manuals. The accompanying disk contains templates for these quality manuals, procedures, forms and documents that can be revised as needed. Each procedure gives you a clear overview of what is required and serves as a boilerplate for quick modification and procedure generation. The disk makes individualizing the ISO 9000 documentation to your company easy. ISO 9000 ABC's: The Small Company Guide to Successful Registration provides a very clear picture of all aspects of the ISO process and takes the guess work out of what to document and how. You are walked through the process step-by-step with examples of required documentation, auditor questions, methods of compliance, and basic program suggestions. Features",['Charles Mangarella'],http://books.google.com/books/content?id=z-t0AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=z-t0AAAACAAJ&dq=ISO+9000+ABC%27s:+The+Small+Company+Guide+to+Successful+Registration&hl=&cd=1&source=gbs_api,CRC Press,1999-06-25,http://books.google.nl/books?id=z-t0AAAACAAJ&dq=ISO+9000+ABC%27s:+The+Small+Company+Guide+to+Successful+Registration&hl=&source=gbs_api,['Law'],
Do-It-Yourself Vinyl Siding,,['Nuke DeLoach'],http://books.google.com/books/content?id=xLhGGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=xLhGGwAACAAJ&dq=Do-It-Yourself+Vinyl+Siding&hl=&cd=1&source=gbs_api,Pick Up Publications,1994-02-01,http://books.google.nl/books?id=xLhGGwAACAAJ&dq=Do-It-Yourself+Vinyl+Siding&hl=&source=gbs_api,['Exterior walls'],
Phoenix In The Ashes.,"Phoenix from the Ashes is a comprehensive look at the state of the Catholic Church since the Second Vatican Council--one of a series of recurrent periods of moral and intellectual crisis to which it has succumbed in its history. A chapter on the Council describes in detail how Pope Paul VI diverted it by placing it under the exclusive control of European liberals. An equally close study is devoted to the liturgical ""reform"" entrusted by the same pope to a group of radicals whose work undermined the spiritual and devotional legacy of the faithful. The loss of orthodox teaching and the disorientation following upon these changes produced a grave crisis in both clergy and laity, but the movement of return to tradition visible today promises a revival of the full Catholic life of the Church. Catholic readers now have a complete and eminently accessible account of the last 50 years of momentous changes in the Church, right up to the pontificates of Benedict XVI and Francis I. ""This wide-ranging account of the self-destruction of the Roman Catholic Church and its identification of her only realistic route back to the land of the living simultaneously strikes a blow at history's two most prevalent temptations: rejection or twisting of evidence in the service of an ideological thesis, and honest dedication to intense research on subjects whose ultimate existential value the 'unbiased' historian somehow fears to reveal to his readers. Henry Sire courageously shuts no doors and stifles no evidence, employing a passionate and lively prose that leaves no doubt regarding his sense of the crucial moral and cultural importance of his topic.""--JOHN RAO, author of Black Legends and the Light of the World and Removing the Blindfold ""For Catholics feeling lost at sea as a result of the turbulent crisis tossing and flooding the Barque of Peter, Henry Sire's work identifies clear landmarks to steady our gaze. He situates the present disarray within the larger historical context of the Arian heresy and Protestant revolution, and points to the buoys of tradition--liturgical, doctrinal, and philosophical--as sure guides to our way out. Sire distills entire epochs of history, from the first centuries of the Church through the current pontificate, into a highly readable and thought-provoking story. In the course of his tale he exposes the radical progressivism of the Second Vatican Council and its after-effects as well as the tepid conservatism of the Reform of the Reform and the Hermeneutic of Continuity.""--BRIAN M. MCCALL, author of To Build the City of God ""Historian H.J.A. Sire has compiled a balanced assessment of the revolution in the Roman Catholic Church. His mastery of the material is complete. The book flows along easily and readers will finish it confident that they have a comprehensive understanding of the last 60 years in the Church.""--ROGER MCCAFFREY, President, Roman Catholic Books ""Thanks to Henry Sire's penetrating book, we have some profound answers to nagging questions. How did the West end up so quickly in a post-Christian age, when only decades ago one could still speak of a Christian culture? How did we go from the seemingly healthy Roman Catholic Church of the 1950s to the mass apostasy and grave scandals of recent years? As Sire shows, the antecedents go back quite far, in fact many centuries, but the possibility of healing and regeneration is not as remote as we think.""--STEPHEN KLIMCZUK-MASSION, Senior Adviser, Hildebrand Project H.J.A. SIRE was born in 1949 in Barcelona of a family of French ancestry and was educated in England, at Stonyhurst College and at Exeter College, Oxford, where he took a degree in Modern History. He has written several books on subjects of Catholic history and biography and currently lives in Rome, where he works professionally as a historian.",['H. J. A. Sire'],http://books.google.com/books/content?id=TysDswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=TysDswEACAAJ&dq=Phoenix+In+The+Ashes.&hl=&cd=1&source=gbs_api,,2015-07-18,http://books.google.nl/books?id=TysDswEACAAJ&dq=Phoenix+In+The+Ashes.&hl=&source=gbs_api,['Christian ethics'],1.0
Event Planning Made Easy,"America's premier corporate event planners reveal the seven secrets of successful planning for every occasion, on any budget Whether it's the company's annual party, a product launch, or a fund-raising gala, planning a major event is a daunting task. Now the industry leaders who organized major events for the 1996 Olympics and for several Fortune 500 corporations make it easy for you. In seven simple steps, they share the proven secrets behind any successful function--and show you how to: Choose the right venue at the best price Create an organized event book Book entertainment, staff, and caterers Develop an ideal menu and theme Manage behind-the-scenes operations and security Make every event a smashing success","['Paulette Wolf', 'Jodi Wolf', 'Donielle Levine']",http://books.google.com/books/content?id=yYxRDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=yYxRDAAAQBAJ&q=Event+Planning+Made+Easy&dq=Event+Planning+Made+Easy&hl=&cd=1&source=gbs_api,McGraw Hill Professional,2005-05-11,https://play.google.com/store/books/details?id=yYxRDAAAQBAJ&source=gbs_api,['Business & Economics'],
Kearny (NJ) (Images of America),"Dutch and English settlers brought the first enslaved people to New Jersey in the seventeenth century. By the time of the Revolutionary War, slavery was an established practice on labor-intensive farms throughout what became known as the Garden State. The progenitor of the influential Morris family, Lewis Morris, brought Barbadian slaves to toil on his estate of Tinton Manor in Monmouth County. Colonel Tye, an escaped slave from Shrewsbury, joined the British Ethiopian Regiment during the Revolutionary War and led raids throughout the towns and villages near his former home. Charles Reeves and Hannah Van Clief married soon after their emancipation in 1850 and became prominent citizens of Lincroft, as did their next four generations. Author Rick Geffken reveals stories from New Jersey's dark history of slavery.",['Rick Geffken '],http://books.google.com/books/content?id=pSsEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=pSsEEAAAQBAJ&pg=PA186&dq=Kearny+(NJ)+(Images+of+America)&hl=&cd=1&source=gbs_api,Arcadia Publishing,2021-01-04,http://books.google.nl/books?id=pSsEEAAAQBAJ&dq=Kearny+(NJ)+(Images+of+America)&hl=&source=gbs_api,['History'],
Dear Mad'm,"""The refreshing adventures of a woman who at the age of eighty found a new life in the wilds of the Siskiyou Mountains near Happy Camp, California."" (book jacket).",['Stella Walthall Patterson'],http://books.google.com/books/content?id=QPtHAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=QPtHAAAAMAAJ&q=Dear+Mad%27m&dq=Dear+Mad%27m&hl=&cd=1&source=gbs_api,,1956,http://books.google.nl/books?id=QPtHAAAAMAAJ&dq=Dear+Mad%27m&hl=&source=gbs_api,['Siskiyou Mountains (Calif. and Or.)'],2.0
